# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec 19 03:41:26 2023
#
# User ID:         asafka7a
#
# User preference: third*
#
# CONSTRAINT:  where (pl_controv_flag = 0
# CONSTRAINT:  and pl_orbperstr not null
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and pl_radjstr not null
# CONSTRAINT:  and pl_bmassjstr not null
# CONSTRAINT:  and pl_densstr not null
# CONSTRAINT:  and st_radstr not null
# CONSTRAINT:  and st_massstr not null
# CONSTRAINT:  and st_agestr not null
# CONSTRAINT:  and sy_diststr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim,sy_dist,sy_disterr1,sy_disterr2
Kepler-20 g,0,34.94000000,0.03800000,-0.03500000,0,0.205500,0.002200,-0.002100,0,0.420,,,0,0.06280,0.00969,-0.01136,0,Msini,1.050000,,,0,0.150000,0.010000,-0.100000,0,,0.96,0.02,-0.02,0,0.95,0.05,-0.05,0,7.600,3.700,-3.700,0,282.5630000,1.7760000,-1.7530000
Kepler-200 b,0,8.59480500,0.00003600,-0.00003600,0,0.080000,,,0,0.190,0.037,-0.037,0,0.01630,,,0,M-R relationship,2.950000,,,0,0.000000,,,0,,0.94,0.16,-0.16,0,0.98,0.04,-0.04,0,6.300,1.500,-1.500,0,665.9120000,7.1445000,-7.1445000
Kepler-200 c,0,10.22215700,0.00005300,-0.00005300,0,0.090000,,,0,0.142,0.026,-0.026,0,0.00993,,,0,M-R relationship,4.310000,,,0,0.000000,,,0,,0.94,0.16,-0.16,0,0.98,0.04,-0.04,0,6.300,1.500,-1.500,0,665.9120000,7.1445000,-7.1445000
Kepler-2000 b,0,6.38315913,0.00000640,-0.00000640,0,0.056200,,,0,0.296,,,0,0.02490,,,0,M-R relationship,2.130000,,,0,0.000000,,,0,,0.58,0.02,-0.04,0,0.58,0.03,-0.03,0,13.900,3.500,-3.500,0,320.5880000,3.6510000,-3.6510000
Kepler-2000 c,0,20.61803480,0.00013820,-0.00013820,0,0.122800,,,0,0.196,,,0,0.00972,,,0,M-R relationship,4.390000,,,0,0.000000,,,0,,0.58,0.02,-0.04,0,0.58,0.03,-0.03,0,13.900,3.500,-3.500,0,320.5880000,3.6510000,-3.6510000
Kepler-2001 b,0,1.09001100,0.00000582,-0.00000582,0,0.019700,,,0,0.106,,,0,0.00352,,,0,M-R relationship,5.470000,,,0,0.000000,,,0,,0.77,0.10,-0.06,0,0.86,0.05,-0.09,0,4.000,3.800,-3.800,0,776.5500000,20.1360000,-19.1600000
Kepler-2001 c,0,14.09258319,,,0,0.108400,,,0,0.364,,,0,0.01250,,,0,M-R relationship,3.620000,,,0,0.000000,,,0,,0.77,0.10,-0.06,0,0.86,0.05,-0.09,0,4.000,3.800,-3.800,0,776.5500000,20.1360000,-19.1600000
Kepler-201 b,0,25.67208300,0.00007500,-0.00007500,0,0.175000,,,0,0.219,0.043,-0.043,0,0.02080,,,0,M-R relationship,2.440000,,,0,0.000000,,,0,,1.23,0.24,-0.24,0,1.18,0.04,-0.03,0,2.190,1.000,-0.782,0,636.4450000,9.7730000,-9.4880000
Kepler-201 c,0,151.88405800,0.00201400,-0.00201400,0,0.573000,,,0,0.254,0.054,-0.054,0,0.02670,,,0,M-R relationship,2.020000,,,0,0.000000,,,0,,1.23,0.24,-0.24,0,1.18,0.04,-0.03,0,2.190,1.000,-0.782,0,636.4450000,9.7730000,-9.4880000
Kepler-202 b,0,4.06942700,0.00000700,-0.00000700,0,0.045000,,,0,0.145,0.009,-0.009,0,0.01040,,,0,M-R relationship,4.170000,,,0,0.000000,,,0,,0.67,0.03,-0.03,0,0.68,0.02,-0.02,0,3.240,3.000,-1.490,0,285.1110000,1.1135000,-1.1135000
Kepler-202 c,0,16.28249300,0.00003800,-0.00003800,0,0.113000,,,0,0.165,0.009,-0.009,0,0.01280,,,0,M-R relationship,3.540000,,,0,0.000000,,,0,,0.67,0.03,-0.03,0,0.68,0.02,-0.02,0,3.240,3.000,-1.490,0,285.1110000,1.1135000,-1.1135000
Kepler-203 b,0,3.16269700,0.00000400,-0.00000400,0,0.043000,,,0,0.229,0.046,-0.046,0,0.02240,,,0,M-R relationship,2.310000,,,0,0.000000,,,0,,1.11,0.21,-0.21,0,1.00,0.05,-0.04,0,0.500,2.600,-2.600,0,703.3020000,9.5100000,-9.5100000
Kepler-203 c,0,5.37064700,0.00000800,-0.00000800,0,0.061000,,,0,0.220,0.042,-0.042,0,2.36000,1.31900,-1.08500,0,Mass,273.000000,,,0,0.000000,,,0,,1.11,0.21,-0.21,0,1.00,0.05,-0.04,0,0.500,2.600,-2.600,0,703.3020000,9.5100000,-9.5100000
Kepler-203 d,0,11.32972000,0.00008000,-0.00008000,0,0.100000,,,0,0.128,0.025,-0.025,0,0.10700,0.57700,-0.10400,0,Mass,62.400000,,,0,0.000000,,,0,,1.11,0.21,-0.21,0,1.00,0.05,-0.04,0,0.500,2.600,-2.600,0,703.3020000,9.5100000,-9.5100000
Kepler-204 b,0,14.40097400,0.00005600,-0.00005600,0,0.117000,,,0,0.226,0.048,-0.048,0,0.02180,,,0,M-R relationship,2.350000,,,0,0.000000,,,0,,1.24,0.26,-0.26,0,1.03,0.04,-0.04,0,3.300,1.500,-1.500,0,686.7230000,7.1420000,-7.0000000
Kepler-204 c,0,25.66059300,0.00028800,-0.00028800,0,0.173000,,,0,0.160,0.035,-0.035,0,0.01210,,,0,M-R relationship,3.700000,,,0,0.000000,,,0,,1.24,0.26,-0.26,0,1.03,0.04,-0.04,0,3.300,1.500,-1.500,0,686.7230000,7.1420000,-7.0000000
Kepler-205 b,0,2.75564000,0.00000200,-0.00000200,0,0.032000,,,0,0.135,0.012,-0.012,0,0.00909,,,0,M-R relationship,4.610000,,,0,0.000000,,,0,M1 V,0.55,0.02,-0.02,0,0.59,0.01,-0.01,0,3.160,4.600,-1.600,0,159.7200000,0.3480000,-0.3470000
Kepler-205 c,0,20.30654600,0.00003800,-0.00003800,0,0.122000,,,0,0.146,0.011,-0.011,0,0.01050,,,0,M-R relationship,4.150000,,,0,0.000000,,,0,M1 V,0.55,0.02,-0.02,0,0.59,0.01,-0.01,0,3.160,4.600,-1.600,0,159.7200000,0.3480000,-0.3470000
Kepler-206 b,0,7.78198700,0.00005800,-0.00005800,0,0.078000,,,0,0.107,0.021,-0.021,0,0.00588,,,0,M-R relationship,5.950000,,,0,0.000000,,,0,,1.19,0.23,-0.23,0,1.05,0.04,-0.04,0,7.000,1.900,-1.900,0,594.4470000,4.9520000,-4.8720000
Kepler-206 c,0,13.13747100,0.00006500,-0.00006500,0,0.111000,,,0,0.158,0.030,-0.030,0,0.01190,,,0,M-R relationship,3.750000,,,0,0.000000,,,0,,1.19,0.23,-0.23,0,1.05,0.04,-0.04,0,7.000,1.900,-1.900,0,594.4470000,4.9520000,-4.8720000
Kepler-206 d,0,23.44281000,0.00045300,-0.00045300,0,0.163000,,,0,0.106,0.021,-0.021,0,0.00570,,,0,M-R relationship,5.900000,,,0,0.000000,,,0,,1.19,0.23,-0.23,0,1.05,0.04,-0.04,0,7.000,1.900,-1.900,0,594.4470000,4.9520000,-4.8720000
Kepler-207 b,0,1.61186500,0.00000600,-0.00000600,0,0.029000,,,0,0.140,0.027,-0.027,0,0.00972,,,0,M-R relationship,4.390000,,,0,0.000000,,,0,,1.59,0.30,-0.30,0,1.04,0.09,-0.09,0,4.170,1.090,-0.873,0,875.5190000,9.8930000,-9.6790000
Kepler-207 c,0,3.07157100,0.00001600,-0.00001600,0,0.044000,,,0,0.134,0.026,-0.026,0,0.00899,,,0,M-R relationship,4.660000,,,0,0.000000,,,0,,1.59,0.30,-0.30,0,1.04,0.09,-0.09,0,4.170,1.090,-0.873,0,875.5190000,9.8930000,-9.6790000
Kepler-207 d,0,5.86807500,0.00000900,-0.00000900,0,0.068000,,,0,0.295,0.056,-0.056,0,0.03450,,,0,M-R relationship,1.670000,,,0,0.000000,,,0,,1.59,0.30,-0.30,0,1.04,0.09,-0.09,0,4.170,1.090,-0.873,0,875.5190000,9.8930000,-9.6790000
Kepler-208 b,0,4.22864000,0.00001800,-0.00001800,0,0.054000,,,0,0.145,0.027,-0.027,0,0.01040,,,0,M-R relationship,4.170000,,,0,0.000000,,,0,,1.31,0.24,-0.24,0,1.16,0.11,-0.06,0,4.370,1.300,-1.060,0,775.3280000,8.8585000,-8.8585000
Kepler-208 c,0,7.46662300,0.00006700,-0.00006700,0,0.079000,,,0,0.124,0.023,-0.023,0,0.00790,,,0,M-R relationship,5.140000,,,0,0.000000,,,0,,1.31,0.24,-0.24,0,1.16,0.11,-0.06,0,4.370,1.300,-1.060,0,775.3280000,8.8585000,-8.8585000
Kepler-208 d,0,11.13178600,0.00013100,-0.00013100,0,0.103000,,,0,0.107,0.021,-0.021,0,0.00588,,,0,M-R relationship,5.950000,,,0,0.000000,,,0,,1.31,0.24,-0.24,0,1.16,0.11,-0.06,0,4.370,1.300,-1.060,0,775.3280000,8.8585000,-8.8585000
Kepler-208 e,0,16.25945800,0.00017600,-0.00017600,0,0.132000,,,0,0.132,0.025,-0.025,0,0.00879,,,0,M-R relationship,4.730000,,,0,0.000000,,,0,,1.31,0.24,-0.24,0,1.16,0.11,-0.06,0,4.370,1.300,-1.060,0,775.3280000,8.8585000,-8.8585000
Kepler-209 b,0,16.08784500,0.00004100,-0.00004100,0,0.122000,,,0,0.202,0.030,-0.030,0,0.01800,,,0,M-R relationship,2.730000,,,0,0.000000,,,0,,0.94,0.14,-0.14,0,0.93,0.03,-0.03,0,4.470,3.300,-2.520,0,576.9460000,5.5555000,-5.5555000
Kepler-209 c,0,41.74988200,0.00010600,-0.00010600,0,0.231000,,,0,0.277,0.045,-0.045,0,0.03080,,,0,M-R relationship,1.810000,,,0,0.000000,,,0,,0.94,0.14,-0.14,0,0.93,0.03,-0.03,0,4.470,3.300,-2.520,0,576.9460000,5.5555000,-5.5555000
Kepler-21 b,0,2.78582120,0.00000320,-0.00000320,0,0.043400,0.000210,-0.000320,0,0.146,0.002,-0.001,0,0.02360,0.00409,-0.00409,0,Mass,9.300000,1.600000,-1.600000,0,0.000000,,,0,F6 IV,1.90,0.02,-0.01,0,1.41,0.02,-0.03,0,2.840,0.350,-0.350,0,108.5220000,0.3850000,-0.3820000
Kepler-210 b,0,2.45323400,0.00000100,-0.00000100,0,0.032000,,,0,0.262,0.019,-0.019,0,0.02820,,,0,M-R relationship,1.940000,,,0,0.000000,,,0,M0 V,0.65,0.03,-0.03,0,0.77,0.02,-0.02,0,1.780,0.926,-0.472,0,232.7500000,0.8270000,-0.8270000
Kepler-210 c,0,7.97251300,0.00000300,-0.00000300,0,0.070000,,,0,0.323,0.017,-0.017,0,0.04010,,,0,M-R relationship,1.480000,,,0,0.000000,,,0,M0 V,0.65,0.03,-0.03,0,0.77,0.02,-0.02,0,1.780,0.926,-0.472,0,232.7500000,0.8270000,-0.8270000
Kepler-211 b,0,4.13857500,0.00001000,-0.00001000,0,0.048000,,,0,0.112,0.008,-0.008,0,0.00669,,,0,M-R relationship,5.850000,,,0,0.000000,,,0,,0.82,0.05,-0.05,0,0.90,0.01,-0.02,0,1.550,0.726,-0.363,0,309.3530000,1.7470000,-1.7280000
Kepler-211 c,0,6.04045000,0.00001600,-0.00001600,0,0.062000,,,0,0.115,0.008,-0.008,0,0.05800,0.07000,-0.05300,0,Mass,46.800000,,,0,0.000000,,,0,,0.82,0.05,-0.05,0,0.90,0.01,-0.02,0,1.550,0.726,-0.363,0,309.3530000,1.7470000,-1.7280000
Kepler-212 b,0,16.25758200,0.00037800,-0.00037800,0,0.133000,,,0,0.097,0.019,-0.019,0,0.00416,,,0,M-R relationship,5.600000,,,0,0.000000,,,0,,1.46,0.27,-0.27,0,1.17,0.04,-0.04,0,2.500,1.200,-1.200,0,687.1940000,8.5330000,-8.3290010
Kepler-212 c,0,31.80517400,0.00014200,-0.00014200,0,0.207000,,,0,0.244,0.045,-0.045,0,0.02500,,,0,M-R relationship,2.120000,,,0,0.000000,,,0,,1.46,0.27,-0.27,0,1.17,0.04,-0.04,0,2.500,1.200,-1.200,0,687.1940000,8.5330000,-8.3290010
Kepler-213 b,0,2.46236000,0.00000600,-0.00000600,0,0.036000,,,0,0.145,0.028,-0.028,0,0.01020,,,0,M-R relationship,4.210000,,,0,0.000000,,,0,,1.20,0.22,-0.22,0,1.07,0.03,-0.03,0,1.620,0.943,-0.450,0,634.9390000,7.2715000,-7.2715000
Kepler-213 c,0,4.82296200,0.00000800,-0.00000800,0,0.057000,,,0,0.209,0.040,-0.040,0,0.01910,,,0,M-R relationship,2.610000,,,0,0.000000,,,0,,1.20,0.22,-0.22,0,1.07,0.03,-0.03,0,1.620,0.943,-0.450,0,634.9390000,7.2715000,-7.2715000
Kepler-214 b,0,15.66054400,0.00008000,-0.00008000,0,0.130000,,,0,0.233,0.044,-0.044,0,0.02300,,,0,M-R relationship,2.260000,,,0,0.000000,,,0,,1.35,0.25,-0.25,0,1.11,0.03,-0.02,0,1.580,0.588,-0.310,0,1208.4400000,22.8650000,-22.8650000
Kepler-214 c,0,28.77980000,0.00039700,-0.00039700,0,0.194000,,,0,0.190,0.036,-0.036,0,0.01630,,,0,M-R relationship,2.950000,,,0,0.000000,,,0,,1.35,0.25,-0.25,0,1.11,0.03,-0.02,0,1.580,0.588,-0.310,0,1208.4400000,22.8650000,-22.8650000
Kepler-215 b,0,9.36067200,0.00004000,-0.00004000,0,0.084000,,,0,0.145,0.036,-0.036,0,0.01020,,,0,M-R relationship,4.210000,,,0,0.000000,,,0,,1.03,0.24,-0.24,0,0.94,0.03,-0.04,0,1.620,0.900,-0.422,0,485.9970000,3.6540000,-3.6540000
Kepler-215 c,0,14.66710800,0.00008900,-0.00008900,0,0.113000,,,0,0.158,0.037,-0.037,0,0.01190,,,0,M-R relationship,3.750000,,,0,0.000000,,,0,,1.03,0.24,-0.24,0,0.94,0.03,-0.04,0,1.620,0.900,-0.422,0,485.9970000,3.6540000,-3.6540000
Kepler-215 d,0,30.86442300,0.00009200,-0.00009200,0,0.185000,,,0,0.213,0.049,-0.049,0,0.07400,0.05400,-0.03700,0,Mass,9.500000,,,0,0.000000,,,0,,1.03,0.24,-0.24,0,0.94,0.03,-0.04,0,1.620,0.900,-0.422,0,485.9970000,3.6540000,-3.6540000
Kepler-215 e,0,68.16101000,0.00063000,-0.00063000,0,0.314000,,,0,0.156,0.037,-0.037,0,0.01170,,,0,M-R relationship,3.800000,,,0,0.000000,,,0,,1.03,0.24,-0.24,0,0.94,0.03,-0.04,0,1.620,0.900,-0.422,0,485.9970000,3.6540000,-3.6540000
Kepler-216 b,0,7.69364100,0.00003100,-0.00003100,0,0.079000,,,0,0.210,0.041,-0.041,0,0.01930,,,0,M-R relationship,2.590000,,,0,0.000000,,,0,,1.26,0.24,-0.24,0,1.11,0.07,-0.06,0,0.280,0.780,-0.780,0,1187.4700000,21.4200000,-21.4200000
Kepler-216 c,0,17.40666900,0.00005700,-0.00005700,0,0.136000,,,0,0.271,0.053,-0.053,0,0.02980,,,0,M-R relationship,1.850000,,,0,0.000000,,,0,,1.26,0.24,-0.24,0,1.11,0.07,-0.06,0,0.280,0.780,-0.780,0,1187.4700000,21.4200000,-21.4200000
Kepler-217 b,0,5.37494300,0.00001900,-0.00001900,0,0.065000,,,0,0.199,0.029,-0.029,0,0.01760,,,0,M-R relationship,2.770000,,,0,0.000000,,,0,,1.80,0.26,-0.26,0,1.14,0.14,-0.10,0,2.630,0.470,-0.555,0,1104.6400000,16.8800000,-16.3800000
Kepler-217 c,0,8.58600400,0.00005300,-0.00005300,0,0.089000,,,0,0.165,0.024,-0.024,0,0.01280,,,0,M-R relationship,3.540000,,,0,0.000000,,,0,,1.80,0.26,-0.26,0,1.14,0.14,-0.10,0,2.630,0.470,-0.555,0,1104.6400000,16.8800000,-16.3800000
Kepler-217 d,0,3.88689525,0.00002241,-0.00002241,0,0.050500,,,0,0.118,0.032,-0.024,0,0.00724,,,0,M-R relationship,5.500000,,,0,0.000000,,,0,,1.76,0.46,-0.37,0,1.37,0.16,-0.12,0,2.630,0.470,-0.555,0,1104.6400000,16.8800000,-16.3800000
Kepler-218 b,0,3.61933700,0.00001100,-0.00001100,0,0.046000,,,0,0.132,0.011,-0.011,0,0.00879,,,0,M-R relationship,4.730000,,,0,0.000000,,,0,,1.06,0.08,-0.08,0,1.02,0.02,-0.02,0,6.300,2.100,-2.100,0,656.3800000,6.3550000,-6.3550000
Kepler-218 c,0,44.69957600,0.00016700,-0.00016700,0,0.248000,,,0,0.280,0.023,-0.023,0,0.03150,,,0,M-R relationship,1.770000,,,0,0.000000,,,0,,1.06,0.08,-0.08,0,1.02,0.02,-0.02,0,6.300,2.100,-2.100,0,656.3800000,6.3550000,-6.3550000
Kepler-218 d,0,124.52446470,0.00058220,-0.00058220,0,0.486500,,,0,0.237,0.025,-0.016,0,0.02380,,,0,M-R relationship,2.210000,,,0,0.000000,,,0,,1.02,0.10,-0.07,0,1.01,0.04,-0.04,0,5.620,3.070,-3.350,0,656.3800000,6.3550000,-6.3550000
Kepler-219 b,0,4.58551200,0.00000800,-0.00000800,0,0.057000,,,0,0.263,0.044,-0.044,0,0.02830,,,0,M-R relationship,1.930000,,,0,0.000000,,,0,,1.49,0.25,-0.25,0,1.17,0.06,-0.06,0,4.000,1.100,-1.100,0,787.0700000,10.5790000,-10.5790000
Kepler-219 c,0,22.71461300,0.00007500,-0.00007500,0,0.165000,,,0,0.319,0.054,-0.054,0,0.03940,,,0,M-R relationship,1.500000,,,0,0.000000,,,0,,1.49,0.25,-0.25,0,1.17,0.06,-0.06,0,4.000,1.100,-1.100,0,787.0700000,10.5790000,-10.5790000
Kepler-219 d,0,47.90364500,0.00030700,-0.00030700,0,0.272000,,,0,0.251,0.043,-0.043,0,0.06000,0.09400,-0.05600,0,Mass,4.730000,,,0,0.000000,,,0,,1.49,0.25,-0.25,0,1.17,0.06,-0.06,0,4.000,1.100,-1.100,0,787.0700000,10.5790000,-10.5790000
Kepler-22 b,0,289.86387600,0.00001300,-0.00001300,0,0.812000,0.011000,-0.013000,0,0.187,0.011,-0.011,0,0.02863,,,1,Mass,5.200000,,,1,0.720000,,,1,G5 V,0.87,0.01,-0.01,0,0.86,0.05,-0.04,0,7.000,4.000,-4.200,0,194.6420000,0.9270000,-0.9180000
Kepler-220 b,0,4.15980700,0.00001000,-0.00001000,0,0.046000,,,0,0.072,0.004,-0.004,0,0.00144,,,0,M-R relationship,4.730000,,,0,0.000000,,,0,,0.67,0.03,-0.03,0,0.65,0.03,-0.02,0,6.000,4.000,-4.000,0,171.1090000,0.6370000,-0.6330000
Kepler-220 c,0,9.03419900,0.00000900,-0.00000900,0,0.076000,,,0,0.140,0.008,-0.008,0,0.00972,,,0,M-R relationship,4.390000,,,0,0.000000,,,0,,0.67,0.03,-0.03,0,0.65,0.03,-0.02,0,6.000,4.000,-4.000,0,171.1090000,0.6370000,-0.6330000
Kepler-220 d,0,28.12239700,0.00016200,-0.00016200,0,0.163000,,,0,0.087,0.005,-0.005,0,0.00284,,,0,M-R relationship,5.280000,,,0,0.000000,,,0,,0.67,0.03,-0.03,0,0.65,0.03,-0.02,0,6.000,4.000,-4.000,0,171.1090000,0.6370000,-0.6330000
Kepler-220 e,0,45.90273300,0.00019200,-0.00019200,0,0.226000,,,0,0.119,0.011,-0.011,0,0.00733,,,0,M-R relationship,5.440000,,,0,0.000000,,,0,,0.67,0.03,-0.03,0,0.65,0.03,-0.02,0,6.000,4.000,-4.000,0,171.1090000,0.6370000,-0.6330000
Kepler-221 b,0,2.79590600,0.00000400,-0.00000400,0,0.037000,,,0,0.153,0.015,-0.015,0,0.01120,,,0,M-R relationship,3.920000,,,0,0.000000,,,0,,0.82,0.07,-0.07,0,0.82,0.03,-0.03,0,4.570,3.670,-2.650,0,385.2310000,2.8335000,-2.8335000
Kepler-221 c,0,5.69058600,0.00000400,-0.00000400,0,0.059000,,,0,0.261,0.024,-0.024,0,0.04800,0.03200,-0.02100,0,Mass,3.300000,,,0,0.000000,,,0,,0.82,0.07,-0.07,0,0.82,0.03,-0.03,0,4.570,3.670,-2.650,0,385.2310000,2.8335000,-2.8335000
Kepler-221 d,0,10.04156000,0.00001100,-0.00001100,0,0.087000,,,0,0.244,0.022,-0.022,0,0.02490,,,0,M-R relationship,2.130000,,,0,0.000000,,,0,,0.82,0.07,-0.07,0,0.82,0.03,-0.03,0,4.570,3.670,-2.650,0,385.2310000,2.8335000,-2.8335000
Kepler-221 e,0,18.36991700,0.00002900,-0.00002900,0,0.130000,,,0,0.235,0.022,-0.022,0,0.02330,,,0,M-R relationship,2.240000,,,0,0.000000,,,0,,0.82,0.07,-0.07,0,0.82,0.03,-0.03,0,4.570,3.670,-2.650,0,385.2310000,2.8335000,-2.8335000
Kepler-222 b,0,3.93698100,0.00000500,-0.00000500,0,0.048000,,,0,0.282,0.125,-0.125,0,0.03190,,,0,M-R relationship,1.760000,,,0,0.000000,,,0,,0.87,0.38,-0.38,0,0.88,0.04,-0.04,0,0.700,3.800,-3.800,0,758.8540000,15.0670000,-14.5010000
Kepler-222 c,0,10.08881000,0.00001100,-0.00001100,0,0.091000,,,0,0.414,0.185,-0.185,0,0.06120,,,0,M-R relationship,1.070000,,,0,0.000000,,,0,,0.87,0.38,-0.38,0,0.88,0.04,-0.04,0,0.700,3.800,-3.800,0,758.8540000,15.0670000,-14.5010000
Kepler-222 d,0,28.08191200,0.00006900,-0.00006900,0,0.180000,,,0,0.329,0.145,-0.145,0,0.04150,,,0,M-R relationship,1.440000,,,0,0.000000,,,0,,0.87,0.38,-0.38,0,0.88,0.04,-0.04,0,0.700,3.800,-3.800,0,758.8540000,15.0670000,-14.5010000
Kepler-223 b,0,7.38449000,0.00022000,-0.00022000,0,0.075600,,,0,0.267,0.016,-0.024,0,0.02328,0.00409,-0.00346,0,Mass,1.540000,0.630000,-0.350000,0,0.078000,0.015000,-0.017000,0,,1.72,0.07,-0.14,0,1.12,0.09,-0.07,0,7.200,2.700,-2.700,0,1859.7100000,111.0450000,-111.0450000
Kepler-223 c,0,9.84564000,0.00052000,-0.00051000,0,0.091600,,,0,0.307,0.018,-0.027,0,0.01605,0.00535,-0.00346,0,Mass,0.710000,0.330000,-0.200000,0,0.150000,0.019000,-0.051000,0,,1.72,0.07,-0.14,0,1.12,0.09,-0.07,0,7.200,2.700,-2.700,0,1859.7100000,111.0450000,-111.0450000
Kepler-223 d,0,14.78869000,0.00030000,-0.00027000,0,0.120100,,,0,0.467,0.023,-0.040,0,0.02517,0.00472,-0.00409,0,Mass,0.310000,0.120000,-0.070000,0,0.037000,0.018000,-0.017000,0,,1.72,0.07,-0.14,0,1.12,0.09,-0.07,0,7.200,2.700,-2.700,0,1859.7100000,111.0450000,-111.0450000
Kepler-223 e,0,19.72567000,0.00055000,-0.00054000,0,0.145500,,,0,0.410,0.024,-0.037,0,0.01510,0.00440,-0.00378,0,Mass,0.280000,0.120000,-0.080000,0,0.051000,0.019000,-0.019000,0,,1.72,0.07,-0.14,0,1.12,0.09,-0.07,0,7.200,2.700,-2.700,0,1859.7100000,111.0450000,-111.0450000
Kepler-224 b,0,3.13292400,0.00001400,-0.00001400,0,0.038000,,,0,0.124,0.008,-0.008,0,0.00790,,,0,M-R relationship,5.140000,,,0,0.000000,,,0,,0.68,0.04,-0.04,0,0.82,0.03,-0.03,0,2.290,2.210,-0.940,0,782.0880000,18.7190000,-17.8790000
Kepler-224 c,0,5.92500300,0.00001000,-0.00001000,0,0.058000,,,0,0.278,0.023,-0.023,0,0.03120,,,0,M-R relationship,1.790000,,,0,0.000000,,,0,,0.68,0.04,-0.04,0,0.82,0.03,-0.03,0,2.290,2.210,-0.940,0,782.0880000,18.7190000,-17.8790000
Kepler-224 d,0,11.34939300,0.00003400,-0.00003400,0,0.089000,,,0,0.205,0.012,-0.012,0,0.01860,,,0,M-R relationship,2.660000,,,0,0.000000,,,0,,0.68,0.04,-0.04,0,0.82,0.03,-0.03,0,2.290,2.210,-0.940,0,782.0880000,18.7190000,-17.8790000
