# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug  8 06:11:11 2023
#
# User ID:         asafka7a
#
# User preference: first*
#
# CONSTRAINT:  where (pl_controv_flag = 0
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and pl_radjstr not null
# CONSTRAINT:  and pl_bmassjstr not null
# CONSTRAINT:  and pl_densstr not null
# CONSTRAINT:  and st_agestr not null
# CONSTRAINT:  and sy_diststr < 100)
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim,sy_dist,sy_disterr1,sy_disterr2
HD 215497 c,0,567.94000000,2.70000000,-2.70000000,0,1.282000,,,0,1.110,,,0,0.33000,,,0,Msini,0.293000,,,0,0.490000,0.040000,-0.040000,0,K3 V,0.87,0.02,-0.02,0,7.000,,,1,40.5468000,0.0537000,-0.0535000
HD 206893 b,0,9350.00000000,440.00000000,-440.00000000,0,9.600000,0.400000,-0.300000,0,1.250,0.020,-0.020,0,28.00000,2.20000,-2.10000,0,Mass,17.800000,,,0,0.140000,0.050000,-0.050000,0,F5 V,1.32,0.07,-0.05,0,0.155,0.015,-0.015,0,40.7583000,0.1072000,-0.1066000
HD 206893 c,0,2090.00000000,44.00000000,-37.00000000,0,3.530000,0.080000,-0.060000,0,1.460,0.180,-0.060,0,12.70000,1.20000,-1.00000,0,Mass,5.060000,,,0,0.410000,0.030000,-0.030000,0,F5 V,1.32,0.07,-0.05,0,0.155,0.015,-0.015,0,40.7583000,0.1072000,-0.1066000
HD 213240 b,0,882.70001000,7.60000000,-7.60000000,0,1.890000,0.030000,-0.030000,0,1.140,,,0,5.21000,1.50000,-0.49000,0,Mass,4.340000,,,0,0.420000,0.010000,-0.010000,0,G0/1 V,1.57,0.12,-0.12,0,4.600,0.200,-0.200,0,40.8707000,0.0626000,-0.0625000
HD 83443 b,0,2.98562800,0.00000500,-0.00000500,0,0.040600,0.000400,-0.000400,0,1.250,,,0,0.40200,0.00800,-0.00800,0,Msini,0.250000,,,0,0.012000,0.007000,-0.006000,0,K0 V,1.00,0.03,-0.03,0,2.640,2.490,-2.490,0,40.8991000,0.0628000,-0.0626000
HD 83443 c,0,8241.00000000,1019.00000000,-530.00000000,0,8.000000,0.800000,-0.800000,0,1.210,,,0,1.50000,0.50000,-0.20000,0,Mass,1.040000,,,0,0.760000,0.046000,-0.047000,0,K0 V,1.00,0.03,-0.03,0,2.640,2.490,-2.490,0,40.8991000,0.0628000,-0.0626000
HD 235088 b,0,7.43413930,0.00000620,-0.00000620,0,0.072000,0.002600,-0.002600,0,0.182,0.007,-0.007,0,0.01520,,,0,M-R relationship,3.110000,,,0,,,,,K2 V,0.84,0.03,-0.06,0,0.700,0.100,-0.100,0,41.1706000,0.0414000,-0.0414000
HR 8799 b,0,170000.00000000,,,0,68.000000,,,0,1.200,0.100,-0.100,0,7.00000,4.00000,-2.00000,0,Mass,5.000000,,,0,,,,,A5 V,1.50,0.30,-0.30,0,0.060,0.100,-0.030,0,41.2441000,0.1515000,-0.1505000
HR 8799 c,0,69000.00000000,,,0,38.000000,,,0,1.200,0.100,0.000,0,10.00000,3.00000,-3.00000,0,Mass,7.500000,,,0,0.500000,,,1,A5 V,1.50,0.30,-0.30,0,0.060,0.100,-0.030,0,41.2441000,0.1515000,-0.1505000
HR 8799 d,0,37000.00000000,,,0,24.000000,,,0,1.200,0.100,0.000,0,10.00000,3.00000,-3.00000,0,Mass,7.500000,,,0,0.600000,,,1,A5 V,1.50,0.30,-0.30,0,0.060,0.100,-0.030,0,41.2441000,0.1515000,-0.1505000
HR 8799 e,0,20815.60000000,1128.62000000,-1128.62000000,0,16.400000,2.100000,-1.100000,0,1.170,0.130,-0.110,0,10.00000,7.00000,-4.00000,0,Mass,7.740000,,,0,0.150000,0.080000,-0.080000,0,A5,1.51,0.04,-0.02,0,0.030,,,0,41.2441000,0.1515000,-0.1505000
BD-08 2823 b,0,5.60000000,0.02000000,-0.02000000,0,0.060000,0.000000,0.000000,0,0.322,,,0,0.04000,0.01000,-0.01000,0,Msini,1.480000,,,0,0.150000,0.150000,-0.150000,0,K3 V,0.50,0.26,-0.26,0,4.500,4.000,-4.000,0,41.3342000,0.0685000,-0.0682000
BD-08 2823 c,0,237.60000000,1.50000000,-1.50000000,0,0.680000,0.020000,-0.020000,0,1.110,,,0,0.33000,0.03000,-0.03000,0,Msini,0.293000,,,0,0.190000,0.090000,-0.090000,0,K3 V,0.74,0.07,-0.07,0,4.500,4.000,-4.000,0,41.3342000,0.0685000,-0.0682000
HD 168746 b,0,6.40400000,0.00140000,-0.00140000,0,0.070000,0.000000,0.000000,0,0.993,,,0,0.27000,0.02000,-0.02000,0,Msini,0.345000,,,0,0.110000,0.080000,-0.080000,0,G5,1.07,0.06,-0.06,0,8.000,3.000,-4.000,0,41.5681000,0.1000000,-0.0995000
HD 121504 b,0,63.33000000,0.03000000,-0.03000000,0,0.330000,0.010000,-0.010000,0,1.210,,,0,1.51000,0.13000,-0.13000,0,Msini,1.050000,,,0,0.030000,0.010000,-0.010000,0,G2 V,1.62,0.21,-0.21,0,1.200,,,0,41.6592000,0.0690000,-0.0687000
HD 4113 b,0,526.52390000,0.06135000,-0.04316000,0,1.280000,0.004000,-0.004000,0,1.200,,,0,1.70300,0.04000,-0.05900,0,Msini,1.210000,,,0,0.899000,0.004000,-0.003000,0,G5,1.01,0.01,-0.01,0,6.400,1.600,-1.600,0,41.8727000,0.0949000,-0.0944000
TOI-2076 b,0,10.35509000,0.00020000,-0.00014000,0,0.068200,0.001300,-0.001300,0,0.225,0.003,-0.003,0,0.02170,,,0,M-R relationship,2.370000,,,0,,,,,K,0.85,0.03,-0.03,0,0.204,0.053,-0.050,0,41.9091000,0.0528000,-0.0526000
TOI-2076 c,0,21.01538000,0.00084000,-0.00074000,0,0.109300,0.002100,-0.002100,0,0.312,0.004,-0.004,0,0.03780,,,0,M-R relationship,1.540000,,,0,,,,,K,0.85,0.03,-0.03,0,0.204,0.053,-0.050,0,41.9091000,0.0528000,-0.0526000
TOI-2076 d,0,35.12537000,0.00067000,-0.00067000,0,0.153900,0.002900,-0.002900,0,0.288,0.006,-0.006,0,0.03310,,,0,M-R relationship,1.710000,,,0,,,,,K,0.85,0.03,-0.03,0,0.204,0.053,-0.050,0,41.9091000,0.0528000,-0.0526000
HD 222582 b,0,572.38000000,0.61000000,-0.61000000,0,1.340000,0.020000,-0.020000,0,1.120,,,0,8.37000,0.40000,-0.40000,0,Msini,7.310000,,,0,0.730000,0.010000,-0.010000,0,G5 V,1.12,0.06,-0.06,0,10.240,1.440,-1.440,0,42.1586000,0.1088000,-0.1083000
HD 98649 b,0,5697.30430000,326.53593000,-287.04400000,0,6.297000,0.338000,-0.336000,0,1.120,,,0,8.38600,1.96700,-1.42500,0,Mass,7.320000,,,0,0.841000,0.023000,-0.017000,0,G3/G5 V,1.02,0.12,-0.12,0,4.440,0.680,-0.580,0,42.1727000,0.0878000,-0.0875000
HD 38529 b,0,14.30990000,0.00013000,-0.00013000,0,0.115000,0.005000,-0.005000,0,1.250,,,0,0.65000,0.05400,-0.05700,0,Msini,0.405000,,,0,0.256000,0.009000,-0.009000,0,G4 IV,0.98,0.12,-0.12,0,3.090,0.170,-0.170,0,42.3538000,0.1060500,-0.1060500
HD 38529 c,0,2127.60566000,1.49376000,-1.55088000,0,3.226000,0.131000,-0.144000,0,1.110,,,0,10.38000,1.02500,-0.88400,0,Mass,9.280000,,,0,0.357000,0.005000,-0.005000,0,G4 IV,0.98,0.12,-0.12,0,3.090,0.170,-0.170,0,42.3538000,0.1060500,-0.1060500
HD 6434 b,0,21.99800000,0.00900000,-0.00900000,0,0.140000,0.000000,0.000000,0,1.270,,,0,0.49000,0.04000,-0.04000,0,Msini,0.299000,,,0,0.170000,0.030000,-0.030000,0,G2/3 V,1.10,0.13,-0.13,0,11.270,2.120,-2.120,0,42.3580000,0.0756000,-0.0752000
TOI-715 b,0,19.28800400,0.00002700,-0.00002400,0,0.083000,0.002700,-0.002700,0,0.138,0.006,-0.006,0,0.00951,,,0,M-R relationship,4.460000,,,0,,,,,M4,0.23,0.01,-0.01,0,6.200,3.200,-2.200,0,42.4048000,0.0857000,-0.0854000
TOI-1807 b,0,0.54937200,0.00000700,-0.00000700,0,0.008120,0.000370,-0.000380,0,0.112,0.004,-0.003,0,0.00809,0.00157,-0.00157,0,Mass,5.510000,1.600000,-1.600000,0,0.000000,,,0,,0.75,0.03,-0.02,0,0.180,0.040,-0.038,0,42.5775000,0.0622000,-0.0620000
HD 49674 b,0,4.94737000,0.00098000,-0.00098000,0,0.060000,0.000000,0.000000,0,0.553,,,0,0.10000,0.01000,-0.01000,0,Msini,0.733000,,,0,0.090000,0.090000,-0.090000,0,G5 V,1.03,0.11,-0.11,0,3.620,,,0,43.0399000,0.0769000,-0.0766000
HD 93385 b,0,7.34260000,0.00120000,-0.00120000,0,0.075600,0.001300,-0.001300,0,0.168,,,0,0.01321,0.00157,-0.00157,0,Msini,3.470000,,,0,0.295000,,,1,G2/G3 V,1.04,0.01,-0.01,0,3.300,1.300,-1.300,0,43.3475000,0.0649000,-0.0648000
HD 93385 c,0,13.18000000,0.00300000,-0.00300000,0,0.112000,0.002000,-0.002000,0,0.229,,,0,0.02234,0.00189,-0.00189,0,Msini,2.330000,,,0,0.200000,,,1,G2/G3 V,1.04,0.01,-0.01,0,3.300,1.300,-1.300,0,43.3475000,0.0649000,-0.0648000
HD 93385 d,0,45.85000000,0.05000000,-0.05000000,0,0.256500,0.004300,-0.004300,0,0.258,,,0,0.02737,0.00283,-0.00283,0,Msini,1.980000,,,0,0.090000,0.150000,-0.050000,0,G2/G3 V,1.04,0.01,-0.01,0,3.300,1.300,-1.300,0,43.3475000,0.0649000,-0.0648000
HIP 21152 b,0,22000.00000000,11000.00000000,-5800.00000000,0,17.000000,5.000000,-4.000000,0,1.070,,,0,24.00000,6.00000,-4.00000,0,Mass,24.300000,,,0,0.360000,0.370000,-0.250000,0,F5 V,1.40,0.05,-0.05,0,0.650,0.100,-0.100,0,43.4073000,0.1311000,-0.1303000
HD 155358 b,0,194.30000000,0.30000000,-0.30000000,0,0.630000,0.020000,-0.020000,0,1.230,,,0,0.99000,0.08000,-0.08000,0,Msini,0.658000,,,0,0.170000,0.030000,-0.030000,0,G0,1.15,0.08,-0.08,0,10.700,,,0,43.6197000,0.0472000,-0.0472000
HD 155358 c,0,391.90000000,1.00000000,-1.00000000,0,1.020000,0.020000,-0.020000,0,1.240,,,0,0.82000,0.07000,-0.07000,0,Msini,0.534000,,,0,0.160000,0.100000,-0.100000,0,G0,0.92,,,0,10.700,,,0,43.6197000,0.0472000,-0.0472000
HD 27894 b,0,18.01939000,0.00024000,-0.00027000,0,0.125000,0.005000,-0.005000,0,1.260,,,0,0.61900,0.05000,-0.05000,0,Msini,0.386000,,,0,0.047000,0.012000,-0.011000,0,K2 V,0.81,0.10,-0.10,0,3.900,,,0,43.8214000,0.0593000,-0.0591000
HD 27894 c,0,36.07000000,0.26000000,-0.09000000,0,0.198000,0.001000,-0.001000,0,0.735,,,0,0.16200,0.01100,-0.04000,0,Msini,0.506000,,,0,0.015000,0.020000,-0.002000,0,K2 V,0.80,,,0,13.000,1.000,-1.000,-1,43.8214000,0.0593000,-0.0591000
HD 27894 d,0,5019.54244000,32.59359000,-31.12557000,0,5.362000,0.206000,-0.223000,0,1.130,,,0,6.49300,0.98700,-0.35300,0,Mass,5.540000,,,0,0.343000,0.031000,-0.026000,0,K2 V,0.81,0.10,-0.10,0,13.000,1.000,-1.000,-1,43.8214000,0.0593000,-0.0591000
91 Aqr b,0,181.40000000,0.10000000,-0.10000000,0,0.700000,,,0,1.170,,,0,3.20000,,,0,Msini,2.490000,,,0,0.027000,0.026000,-0.026000,0,K0 III,1.40,0.10,-0.10,0,3.560,0.630,-0.630,0,44.0304000,0.5132500,-0.5132500
K2-3 b,0,10.05465350,0.00000880,-0.00000910,0,0.074700,0.001300,-0.001200,0,0.185,0.007,-0.006,0,0.01608,0.00205,-0.00201,0,Mass,3.110000,0.490000,-0.460000,0,0.107000,0.057000,-0.059000,0,M V,0.55,0.03,-0.03,0,6.900,4.700,-4.700,0,44.0727000,0.1081500,-0.1081500
K2-3 c,0,24.64672900,0.00004400,-0.00004200,0,0.135700,0.002300,-0.002200,0,0.141,0.005,-0.005,0,0.00843,0.00267,-0.00267,0,Mass,3.700000,1.200000,-1.200000,0,0.048000,0.073000,-0.035000,0,M V,0.55,0.03,-0.03,0,6.900,4.700,-4.700,0,44.0727000,0.1081500,-0.1081500
K2-3 d,0,44.55603000,0.00013000,-0.00012000,0,0.201400,0.003400,-0.003300,0,0.130,0.005,-0.005,0,0.00692,,,1,Mass,17.500000,6.300000,-6.300000,0,0.091000,0.120000,-0.064000,0,M V,0.55,0.03,-0.03,0,6.900,4.700,-4.700,0,44.0727000,0.1081500,-0.1081500
HD 29399 b,0,892.70000000,5.90000000,-5.90000000,0,1.913000,0.008000,-0.008000,0,1.210,,,0,1.57000,0.11000,-0.11000,0,Msini,1.110000,,,0,0.050000,0.050000,-0.050000,0,K1 III,1.17,0.10,-0.10,0,6.200,0.500,-0.500,0,44.1518000,0.1069000,-0.1069000
HD 17674 b,0,623.80000000,1.60000000,-1.50000000,0,1.420000,0.040000,-0.050000,0,1.240,,,0,0.87000,0.07000,-0.06000,0,Msini,0.566000,,,0,0.130000,,,1,G0 V,0.98,0.10,-0.10,0,8.400,0.600,-0.600,0,44.4264000,0.0861000,-0.0859000
Wolf 503 b,0,6.00127000,0.00002100,-0.00002100,0,0.057120,0.000630,-0.000450,0,0.182,0.006,-0.006,0,0.01973,0.00267,-0.00264,0,Mass,4.030000,0.720000,-0.640000,0,0.409000,0.085000,-0.085000,0,K3.5 V,0.69,0.02,-0.02,0,11.000,2.000,-2.000,0,44.5260000,0.0964000,-0.0961000
30 Ari B b,0,335.10001000,2.50000000,-2.50000000,0,0.990000,0.020000,-0.020000,0,1.100,,,0,13.82000,1.80000,-1.80000,0,Msini,13.000000,,,0,0.290000,0.090000,-0.090000,0,F6 V,1.93,0.27,-0.27,0,0.910,0.830,-0.830,0,44.6570000,0.1039000,-0.1034000
HD 171238 b,0,1532.00000000,12.00000000,-12.00000000,0,2.570000,0.160000,-0.160000,0,1.120,,,0,8.80000,3.60000,-1.30000,0,Mass,7.870000,,,0,0.234000,0.028000,-0.028000,0,G8 V,0.96,0.17,-0.17,0,7.560,2.960,-2.960,0,44.8113000,0.1117000,-0.1112000
HD 15337 b,0,4.75615000,0.00017000,-0.00017000,0,0.052200,0.001200,-0.001200,0,0.146,0.005,-0.005,0,0.02363,0.00343,-0.00318,0,Mass,9.300000,1.810000,-1.580000,0,0.090000,0.050000,-0.050000,0,K1 V,0.90,0.03,-0.03,0,5.100,0.800,-0.800,0,44.8155000,0.0707000,-0.0704000
HD 15337 c,0,17.17840000,0.00160000,-0.00160000,0,0.126800,0.003800,-0.003800,0,0.213,0.011,-0.011,0,0.02552,0.00573,-0.00532,0,Mass,3.230000,0.900000,-0.720000,0,0.050000,0.060000,-0.040000,0,K1 V,0.90,0.03,-0.03,0,5.100,0.800,-0.800,0,44.8155000,0.0707000,-0.0704000
HD 8574 b,0,227.00000000,0.20000000,-0.20000000,0,0.760000,0.010000,-0.010000,0,1.190,,,0,2.03000,0.14000,-0.14000,0,Msini,1.470000,,,0,0.300000,0.030000,-0.030000,0,F8,1.34,0.12,-0.12,0,5.600,0.640,-1.360,0,44.8264000,0.0940000,-0.0936000
BD+60 1417 b,0,,,,,1662.000000,,,0,1.310,0.060,-0.060,0,15.00000,5.00000,-5.00000,0,Mass,8.270000,,,0,,,,,K0,1.00,,,0,0.100,0.050,-0.050,0,44.9543000,0.0593000,-0.0592000
K2-25 b,0,3.48456408,0.00000060,-0.00000050,0,0.028700,0.001200,-0.001200,0,0.306,0.011,-0.011,0,0.07709,0.01793,-0.01636,0,Mass,3.310000,,,0,0.428000,0.050000,-0.049000,0,M4.5 V,0.26,0.01,-0.01,0,0.730,0.050,-0.052,0,44.9565000,0.1664000,-0.1653000
HD 285507 b,0,6.08810000,0.00180000,-0.00180000,0,0.060000,0.000000,0.000000,0,1.230,,,0,0.98000,0.10000,-0.10000,0,Msini,0.651000,,,0,0.090000,0.020000,-0.020000,0,K4.5 V,0.82,0.12,-0.12,0,0.625,0.050,-0.050,0,45.0293000,0.2440000,-0.2414000
HD 166724 b,0,5144.00000000,705.00000000,-467.00000000,0,5.420000,0.430000,-0.430000,0,1.160,,,0,3.80000,0.65000,-0.29000,0,Mass,3.020000,,,0,0.734000,0.020000,-0.020000,0,K0 IV-V,0.81,0.02,-0.02,0,4.000,3.800,-3.800,0,45.1342000,0.0903000,-0.0899000
HD 208487 b,0,130.08000000,0.51000000,-0.51000000,0,0.524000,0.030000,-0.030000,0,1.270,,,0,0.52000,0.08200,-0.08200,0,Msini,0.317000,,,0,0.240000,0.160000,-0.160000,0,G2 V,1.13,,,0,8.150,1.850,-1.850,0,45.1470000,0.1593000,-0.1582000
DMPP-3 A b,0,6.67320000,0.00110000,-0.00030000,0,0.066200,0.001300,-0.001300,0,0.126,,,0,0.00812,0.00110,-0.00182,0,Msini,5.060000,,,0,0.140000,0.091000,-0.053000,0,K0 V,0.87,0.05,-0.05,0,10.900,4.700,-4.700,0,45.2300000,1.6000000,-1.7200000
HD 330075 b,0,3.38773000,0.00008000,-0.00008000,0,0.040000,0.000000,0.000000,0,1.270,,,0,0.48000,0.02000,-0.02000,0,Msini,0.287000,,,0,0.000000,,,0,K1,0.47,0.04,-0.04,0,6.200,,,0,45.2989000,0.0918000,-0.0913000
HD 103720 b,0,4.55570000,0.00010000,-0.00010000,0,0.049800,0.000800,-0.000800,0,1.260,,,0,0.62000,0.02500,-0.02500,0,Msini,0.386000,,,0,0.086000,0.024000,-0.024000,0,K3 V,0.79,0.04,-0.04,0,3.800,3.700,-3.700,0,45.5352000,0.1032000,-0.1026000
HD 86226 b,0,1628.00000000,22.00000000,-21.00000000,0,2.730000,0.060000,-0.060000,0,1.280,,,0,0.45000,0.04000,-0.05000,0,Mass,0.269000,,,0,0.059000,0.062000,-0.039000,0,G1 V,1.02,0.06,-0.07,0,4.600,3.700,-2.700,0,45.6830000,0.1053000,-0.1048000
HD 86226 c,0,3.98442000,0.00018000,-0.00018000,0,0.049000,0.001000,-0.001000,0,0.193,0.007,-0.007,0,0.02281,0.00374,-0.00352,0,Mass,3.970000,0.780000,-0.730000,0,0.075000,0.065000,-0.048000,0,G1 V,1.02,0.06,-0.07,0,4.600,3.700,-2.700,0,45.6830000,0.1053000,-0.1048000
TOI-1860 b,0,1.06621070,0.00000140,-0.00000140,0,0.020400,0.000200,-0.000200,0,0.117,0.004,-0.004,0,0.00714,,,0,M-R relationship,5.550000,,,0,,,,,G V,0.99,0.03,-0.03,0,0.133,0.026,-0.026,0,45.8640000,0.0648000,-0.0645000
HIP 91258 b,0,5.05050000,0.00150000,-0.00150000,0,0.060000,0.000000,0.000000,0,1.230,,,0,1.09000,0.21000,-0.21000,0,Msini,0.740000,,,0,0.020000,0.010000,-0.010000,0,G5 V,0.97,0.28,-0.28,0,2.400,2.400,-2.400,0,45.8846000,0.0661000,-0.0660000
HD 187085 b,0,1019.74000000,21.29000000,-22.58000000,0,2.100000,0.032000,-0.032000,0,1.240,,,0,0.83600,0.01100,-0.01100,0,Msini,0.544000,,,0,0.251000,0.221000,-0.191000,0,G0 V,1.19,0.02,-0.02,0,2.747,0.838,-0.838,0,45.8993000,0.0938000,-0.0935000
HD 187123 b,0,3.09658280,0.00000780,-0.00000780,0,0.042600,0.002500,-0.002500,0,1.270,,,0,0.52300,0.04300,-0.04300,0,Msini,0.319000,,,0,0.010300,0.005900,-0.005900,0,G3 V,1.04,0.11,-0.16,0,7.400,1.240,-1.160,0,45.9548000,0.0716000,-0.0714000
HD 187123 c,0,3810.00000000,420.00000000,-420.00000000,0,4.890000,0.530000,-0.530000,0,1.190,,,0,1.99000,0.25000,-0.25000,0,Msini,1.440000,,,0,0.252000,0.033000,-0.033000,0,G3 V,1.04,0.11,-0.16,0,7.400,1.240,-1.160,0,45.9548000,0.0716000,-0.0714000
HD 202206 c,0,1260.00000000,11.00000000,-11.00000000,0,2.410000,,,0,1.080,,,0,17.90000,2.90000,-1.80000,0,Mass,17.200000,,,0,0.220000,0.030000,-0.030000,0,G6 V,1.07,0.08,-0.08,0,2.900,0.100,-0.100,0,45.9665000,0.1391000,-0.1383000
HD 34445 b,0,1049.00000000,11.00000000,-11.00000000,0,2.070000,0.040000,-0.040000,0,1.240,,,0,0.82000,0.09000,-0.09000,0,Msini,0.533000,,,0,0.270000,0.070000,-0.070000,0,G0 V,1.14,0.09,-0.09,0,8.500,2.000,-2.000,0,46.0907000,0.0996000,-0.0991000
HD 34445 c,0,214.67000000,0.45000000,-0.45000000,0,0.718100,0.004900,-0.004900,0,0.752,,,0,0.16800,0.01600,-0.01600,0,Msini,0.492000,,,0,0.036000,0.071000,-0.036000,0,G0 V,1.07,0.02,-0.02,0,8.500,2.000,-2.000,0,46.0907000,0.0996000,-0.0991000
HD 34445 d,0,117.87000000,0.18000000,-0.18000000,0,0.481700,0.003300,-0.003300,0,0.542,,,0,0.09700,0.13000,-0.13000,0,Msini,0.754000,,,0,0.027000,0.051000,-0.027000,0,G0 V,1.07,0.02,-0.02,0,8.500,2.000,-2.000,0,46.0907000,0.0996000,-0.0991000
HD 34445 e,0,49.17500000,0.04500000,-0.04500000,0,0.268700,0.001900,-0.001900,0,0.380,,,0,0.05290,0.00890,-0.00890,0,Msini,1.190000,,,0,0.090000,0.062000,-0.062000,0,G0 V,1.07,0.02,-0.02,0,8.500,2.000,-2.000,0,46.0907000,0.0996000,-0.0991000
HD 34445 f,0,676.80000000,7.90000000,-7.90000000,0,1.543000,0.016000,-0.016000,0,0.613,,,0,0.11900,0.02100,-0.02100,0,Msini,0.640000,,,0,0.031000,0.057000,-0.031000,0,G0 V,1.07,0.02,-0.02,0,8.500,2.000,-2.000,0,46.0907000,0.0996000,-0.0991000
HD 34445 g,0,5700.00000000,1500.00000000,-1500.00000000,0,6.360000,1.020000,-1.020000,0,1.210,,,0,0.38000,0.13000,-0.13000,0,Msini,0.263000,,,0,0.032000,0.080000,-0.032000,0,G0 V,1.07,0.02,-0.02,0,8.500,2.000,-2.000,0,46.0907000,0.0996000,-0.0991000
nu Oph b,0,530.21000000,0.10000000,-0.10000000,0,1.790000,,,0,1.070,,,0,22.20600,,,0,Mass,22.400000,,,0,0.124000,0.003000,-0.003000,0,K0 III,2.70,0.20,-0.20,0,0.650,0.170,-0.170,0,46.2107000,1.7331300,-1.7331300
nu Oph c,0,3184.83000000,5.93000000,-5.93000000,0,5.931000,,,0,1.070,,,0,24.66200,,,0,Mass,24.900000,,,0,0.180000,0.006000,-0.006000,0,K0 III,2.70,0.20,-0.20,0,0.650,0.170,-0.170,0,46.2107000,1.7331300,-1.7331300
HD 50499 b,0,2447.10000000,21.92000000,-21.72000000,0,3.833000,0.030500,-0.030000,0,1.200,,,0,1.63600,0.01700,-0.01700,0,Msini,1.160000,,,0,0.266000,0.044000,-0.044000,0,G1 V,1.25,0.02,-0.02,0,2.391,0.633,-0.633,0,46.2845000,0.0557000,-0.0555000
HD 50499 c,0,8619.90000000,2622.49500000,-405.42750000,0,9.020000,1.730000,-0.330000,0,1.170,,,0,2.93000,0.73000,-0.18000,0,Msini,2.220000,,,0,0.000000,0.140000,-0.020000,0,G1 V,1.31,0.07,-0.07,0,2.400,0.560,-0.560,0,46.2845000,0.0557000,-0.0555000
HD 24040 b,0,3668.00000000,170.00000000,-170.00000000,0,4.920000,0.210000,-0.210000,0,1.160,,,0,3.86000,0.36000,-0.36000,0,Msini,3.070000,,,0,0.040000,0.060000,-0.060000,0,G0 V,1.11,0.12,-0.12,0,6.680,1.000,-1.520,0,46.6224000,0.1362000,-0.1355000
HD 24040 c,0,515.40000000,2.20000000,-2.50000000,0,1.300000,0.021000,-0.022000,0,0.834,,,0,0.20100,0.02700,-0.02700,0,Msini,0.429000,,,0,0.110000,0.120000,-0.079000,0,G0 V,1.10,0.05,-0.05,0,6.680,1.000,-1.520,0,46.6224000,0.1362000,-0.1355000
HD 37605 b,0,55.01292000,0.00062000,-0.00062000,0,0.277000,0.015000,-0.015000,0,1.180,,,0,2.69000,0.30000,-0.30000,0,Msini,2.040000,,,0,0.674500,0.001900,-0.001900,0,K0,0.94,0.15,-0.15,0,5.650,3.420,-3.420,0,46.7864000,0.1143000,-0.1137000
